#"Step","Time (ps)","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
1500000,2999.9999999428833,-205856.5919186715,300.91006817088754,361
1505000,3009.999999942647,-205521.57526638045,298.50753620989923,360
1510000,3019.9999999424103,-205473.75605941168,296.54474109577546,359
1515000,3029.999999942174,-205792.02392578986,297.6938794499876,359
1520000,3039.9999999419374,-206030.30945155944,298.30709619314194,358
1525000,3049.999999941701,-204817.69148901908,298.94319825646534,357
1530000,3059.9999999414645,-205888.96748194273,300.2557564262322,357
1535000,3069.999999941228,-205575.62104131468,295.7282660498918,356
1540000,3079.9999999409915,-205543.3979056361,303.1470853367361,355
1545000,3089.999999940755,-206514.07253770472,296.45174249420035,354
1550000,3099.9999999405186,-206023.5055544239,298.3305166363529,354
1555000,3109.999999940282,-205973.97850447835,298.03326776186145,353
1560000,3119.9999999400457,-205630.32504027628,297.94083539862106,352
1565000,3129.999999939809,-206585.72645766567,295.1391434639362,352
1570000,3139.9999999395727,-205859.67737582535,301.0836085954157,351
1575000,3149.9999999393362,-206841.32065921067,300.92504795236397,350
1580000,3159.9999999391,-206351.20402252267,304.61922926103193,350
1585000,3169.9999999388633,-205646.48732629104,302.61614609363073,349
1590000,3179.999999938627,-206659.72935975099,296.4274488793353,349
1595000,3189.9999999383904,-206429.4485357718,300.2041568213903,348
1600000,3199.999999938154,-205542.54961863603,301.50282785470375,347
1605000,3209.9999999379174,-206427.45411163103,298.8778164350317,347
1610000,3219.999999937681,-206075.83148437354,299.9434826650717,346
1615000,3229.9999999374445,-206747.80871327617,300.00383205128367,346
1620000,3239.999999937208,-204882.84090413293,302.82976985056183,345
1625000,3249.9999999369716,-205667.11108795728,297.6650545968356,344
1630000,3259.999999936735,-205433.16040241485,298.7926099942314,344
1635000,3269.9999999364986,-205279.47732533189,300.22074711476193,343
1640000,3279.999999936262,-206394.8383633009,296.92245891561384,343
1645000,3289.9999999360257,-206892.92211489996,301.895614561639,342
1650000,3299.999999935789,-205778.60473102832,299.9880871331406,341
1655000,3309.9999999355528,-205751.46155655896,303.4900473313622,341
1660000,3319.9999999353163,-206114.24849513092,298.9423661845035,340
1665000,3329.99999993508,-205896.7272737926,299.3570180584756,340
1670000,3339.9999999348433,-205953.5060522498,297.01171083214484,339
1675000,3349.999999934607,-205621.01897287532,297.65556714047096,339
1680000,3359.9999999343704,-205862.25403788127,299.9867055733568,338
1685000,3369.999999934134,-205839.80409552203,299.245898707242,338
1690000,3379.9999999338975,-205125.0882204672,301.13796720730153,337
1695000,3389.999999933661,-205208.76599283796,303.5542829842947,337
1700000,3399.9999999334245,-206023.98704322882,297.510222384251,336
1705000,3409.999999933188,-206047.8061505591,300.9898235894306,336
1710000,3419.9999999329516,-206353.55555351742,304.1742845673985,335
1715000,3429.999999932715,-205885.4874134818,296.9137989709949,335
1720000,3439.9999999324787,-205433.69346347707,305.4175534061766,334
1725000,3449.999999932242,-205976.19286573562,300.76714071030165,334
1730000,3459.9999999320057,-205523.29230148788,297.1635299059886,333
1735000,3469.9999999317693,-206659.23420888057,298.71495862963343,333
1740000,3479.999999931533,-205880.0102785239,297.8703931350682,332
1745000,3489.9999999312963,-205640.95246674074,300.08866083541903,332
1750000,3499.99999993106,-206208.8402114422,303.87040711789774,331
1755000,3509.9999999308234,-206078.66761757853,296.3074693934063,331
1760000,3519.999999930587,-206355.4073379134,294.6206791016893,330
1765000,3529.9999999303504,-205568.88043717225,299.1128967246145,330
1770000,3539.999999930114,-206104.68039641972,298.4201613155656,329
1775000,3549.9999999298775,-205257.21260138415,301.3295447671355,329
1780000,3559.999999929641,-205992.8000175244,297.5096089275545,329
1785000,3569.9999999294046,-205921.6315774346,299.17781174421793,328
1790000,3579.999999929168,-205364.33633135376,301.94956883565186,328
1795000,3589.9999999289316,-205580.03030990635,302.604350865805,327
1800000,3599.999999928695,-205169.52672000113,298.24698581007186,327
1805000,3609.9999999284587,-205729.80511732004,302.2124583926639,326
1810000,3619.999999928222,-205951.74547074374,296.10272777523477,326
1815000,3629.9999999279858,-206118.65586975962,298.88932918217125,326
1820000,3639.9999999277493,-205544.58426729415,298.7060957743609,325
1825000,3649.999999927513,-206255.06505231257,302.1821175993079,325
1830000,3659.9999999272763,-206327.52966338326,301.62751639374903,324
1835000,3669.99999992704,-206115.3839509877,301.84410374138423,324
1840000,3679.9999999268034,-205354.91111109522,299.7995087558093,323
1845000,3689.999999926567,-204842.14940024784,301.0698091010084,323
1850000,3699.9999999263305,-206710.14936434512,300.1408173785395,323
1855000,3709.999999926094,-205737.07852923032,297.9178414776651,322
1860000,3719.9999999258575,-205443.24337790988,300.18438683377116,322
1865000,3729.999999925621,-205861.6843804462,302.0535828927723,321
1870000,3739.9999999253846,-206111.3332983146,297.9503949006286,321
1875000,3749.999999925148,-205266.3633616157,300.55793445362735,321
1880000,3759.9999999249117,-205458.30389343202,297.4179846059622,320
1885000,3769.999999924675,-206125.13626220904,300.7751817473374,320
1890000,3779.9999999244387,-205823.94602239027,299.9311331227445,320
1895000,3789.9999999242023,-206010.5134757182,298.1882955113245,319
1900000,3799.999999923966,-205948.4664645627,301.8176517750843,319
1905000,3809.9999999237293,-205311.10214007134,302.3198353825841,318
1910000,3819.999999923493,-205919.7138572191,303.82327906541,318
1915000,3829.9999999232564,-205730.7082210956,300.2695107645591,318
1920000,3839.99999992302,-205106.81318895868,301.2715384142687,317
1925000,3849.9999999227834,-205711.7122753529,299.1009873807444,317
1930000,3859.999999922547,-205726.25558746385,302.00645892794284,317
1935000,3869.9999999223105,-206133.09900467482,303.9300980881271,316
1940000,3879.999999922074,-206179.74793038517,300.94135701782494,316
1945000,3889.9999999218376,-205594.90777254768,298.8077404603538,316
1950000,3899.999999921601,-205926.6289882859,298.8680120387627,315
1955000,3909.9999999213646,-206304.96773297002,297.5897362336706,315
1960000,3919.999999921128,-205798.82840073796,305.0796349945111,315
1965000,3929.9999999208917,-205507.52417293575,296.2436381841548,314
1970000,3939.9999999206552,-205970.64234049642,302.2294920547787,314
1975000,3949.9999999204188,-205518.3189631122,300.98306210985623,314
1980000,3959.9999999201823,-205744.59329989273,297.1353506090939,313
1985000,3969.999999919946,-206778.9178101801,301.3189185806844,313
1990000,3979.9999999197094,-206355.64556412958,305.72552526029176,313
1995000,3989.999999919473,-205661.45369508897,292.4322530411246,312
2000000,3999.9999999192364,-205547.93552589638,298.1630047048719,312
2005000,4009.999999919,-206046.5633728616,303.70021189006184,312
2010000,4019.9999999187635,-205424.7247936636,302.5258919364448,311
2015000,4029.999999918527,-206192.0814378428,297.9978093205429,311
2020000,4039.9999999182905,-206818.52682097733,297.817603852042,311
2025000,4049.999999918054,-205934.1143092009,303.680781037427,311
2030000,4059.9999999178176,-206007.7176549679,304.6632190377832,310
2035000,4069.999999917581,-205534.06619594456,298.59473694367,310
2040000,4079.9999999173447,-206576.87951466092,298.90102457944516,310
2045000,4089.999999917108,-206045.9878258471,301.2863203469914,309
2050000,4099.999999917781,-205370.87594187167,297.5997801606461,309
2055000,4109.999999919818,-206212.70469692198,303.081150924926,309
2060000,4119.999999921855,-205588.47916987655,303.03271763809516,308
2065000,4129.999999923893,-206030.7710703119,302.3482630391098,308
2070000,4139.99999992593,-206509.79824352567,303.55565976362794,308
2075000,4149.999999927967,-205653.87750452617,302.1991553785889,308
2080000,4159.999999930004,-206390.65944972762,300.16326736282855,307
2085000,4169.999999932042,-205823.06984749238,300.7160903118631,307
2090000,4179.999999934079,-205830.1460025462,302.60910918705076,307
2095000,4189.999999936116,-206172.09764095594,300.54779330891853,306
2100000,4199.999999938153,-204891.64398902596,304.8005909047994,306
2105000,4209.999999940191,-205347.4367303606,298.5610925184696,306
2110000,4219.999999942228,-205881.00576820818,298.8729134908958,305
2115000,4229.999999944265,-206283.116128337,296.30685910709593,305
2120000,4239.9999999463025,-206042.0058864219,306.15584662761427,305
2125000,4249.99999994834,-205212.9746192617,297.9675832078838,305
2130000,4259.999999950377,-205097.69079199317,295.20858738981957,304
2135000,4269.999999952414,-205631.98896882054,300.00221307623445,304
2140000,4279.999999954452,-205890.1561226307,302.92213637827996,304
2145000,4289.999999956489,-205488.3676233933,294.4434537121672,304
2150000,4299.999999958526,-205307.46089428186,301.0936922898533,303
2155000,4309.999999960563,-205847.40908885724,302.4452828851513,303
2160000,4319.999999962601,-206081.6969006405,298.41673001799785,303
2165000,4329.999999964638,-206738.70320111467,297.88306842712075,303
2170000,4339.999999966675,-205145.7448311512,301.3742892377311,302
2175000,4349.9999999687125,-205605.69725446263,299.77915034161475,302
2180000,4359.99999997075,-206085.52455390536,298.8916916906728,302
2185000,4369.999999972787,-206140.9616247326,299.1829213889404,302
2190000,4379.999999974824,-205491.66986860055,297.6602674325723,301
2195000,4389.999999976862,-206467.4539133379,305.4679210555818,301
2200000,4399.999999978899,-205168.24711758853,295.90905495258147,301
2205000,4409.999999980936,-205349.89170508133,299.0830520449355,301
2210000,4419.999999982973,-205868.51908070222,294.45001057511763,300
2215000,4429.999999985011,-205993.3239371992,300.16211855047294,300
2220000,4439.999999987048,-204904.14372757694,303.7702620150021,300
